연도,시도,시군구,sigungu_cd,stnId,참조관측소,거리_km,연평균기온,겨울철_평균최저기온,겨울철_자료완전성,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_연평균,SPI3_최저월(최심가뭄),SPI3_최고월(최다습),SPI3_유효월수,연간관측일수,표고_m,표고_비고,토양수분_비고,비고
2017,부산광역시,동래구,26260,296,북부산,10.86,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2018,부산광역시,동래구,26260,296,북부산,10.86,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2019,부산광역시,동래구,26260,296,북부산,10.86,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2020,부산광역시,동래구,26260,296,북부산,10.86,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2021,부산광역시,동래구,26260,296,북부산,10.86,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2022,부산광역시,동래구,26260,296,북부산,10.86,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2023,부산광역시,동래구,26260,296,북부산,10.86,15.65,-2.18,False,25.67,1973.5,2.0,2192.1,3111.0,,,,,355,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2024,부산광역시,동래구,26260,296,북부산,10.86,16.32,-0.12,True,26.57,1613.5,2.19,2496.1,3407.5,,,,,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2025,부산광역시,동래구,26260,296,북부산,10.86,15.43,-2.99,True,26.63,1116.3,2.01,2365.4,3229.4,,,,,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 10.86km)"
2016,부산광역시,부산진구,26230,159,부산,6.8,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2017,부산광역시,부산진구,26230,159,부산,6.8,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2018,부산광역시,부산진구,26230,159,부산,6.8,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2019,부산광역시,부산진구,26230,159,부산,6.8,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2020,부산광역시,부산진구,26230,159,부산,6.8,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2021,부산광역시,부산진구,26230,159,부산,6.8,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2022,부산광역시,부산진구,26230,159,부산,6.8,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2023,부산광역시,부산진구,26230,159,부산,6.8,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2024,부산광역시,부산진구,26230,159,부산,6.8,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2025,부산광역시,부산진구,26230,159,부산,6.8,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 6.8km)"
2016,부산광역시,북구,26320,296,북부산,5.9,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2017,부산광역시,북구,26320,296,북부산,5.9,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2018,부산광역시,북구,26320,296,북부산,5.9,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2019,부산광역시,북구,26320,296,북부산,5.9,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2020,부산광역시,북구,26320,296,북부산,5.9,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2021,부산광역시,북구,26320,296,북부산,5.9,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2022,부산광역시,북구,26320,296,북부산,5.9,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2023,부산광역시,북구,26320,296,북부산,5.9,15.65,-2.18,False,25.67,1973.5,2.0,2192.1,3111.0,,,,,355,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2024,부산광역시,북구,26320,296,북부산,5.9,16.32,-0.12,True,26.57,1613.5,2.19,2496.1,3407.5,,,,,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2025,부산광역시,북구,26320,296,북부산,5.9,15.43,-2.99,True,26.63,1116.3,2.01,2365.4,3229.4,,,,,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.9km)"
2016,부산광역시,사상구,26530,296,북부산,7.02,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2017,부산광역시,사상구,26530,296,북부산,7.02,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2018,부산광역시,사상구,26530,296,북부산,7.02,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2019,부산광역시,사상구,26530,296,북부산,7.02,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2020,부산광역시,사상구,26530,296,북부산,7.02,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2021,부산광역시,사상구,26530,296,북부산,7.02,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2022,부산광역시,사상구,26530,296,북부산,7.02,,,False,,,,,,,,,,0,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2023,부산광역시,사상구,26530,296,북부산,7.02,15.65,-2.18,False,25.67,1973.5,2.0,2192.1,3111.0,,,,,355,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2024,부산광역시,사상구,26530,296,북부산,7.02,16.32,-0.12,True,26.57,1613.5,2.19,2496.1,3407.5,,,,,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2025,부산광역시,사상구,26530,296,북부산,7.02,15.43,-2.99,True,26.63,1116.3,2.01,2365.4,3229.4,,,,,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 7.02km)"
2016,부산광역시,사하구,26380,159,부산,5.89,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2017,부산광역시,사하구,26380,159,부산,5.89,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2018,부산광역시,사하구,26380,159,부산,5.89,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2019,부산광역시,사하구,26380,159,부산,5.89,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2020,부산광역시,사하구,26380,159,부산,5.89,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2021,부산광역시,사하구,26380,159,부산,5.89,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2022,부산광역시,사하구,26380,159,부산,5.89,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2023,부산광역시,사하구,26380,159,부산,5.89,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2024,부산광역시,사하구,26380,159,부산,5.89,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2025,부산광역시,사하구,26380,159,부산,5.89,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.89km)"
2016,부산광역시,서구,26140,159,부산,1.59,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2017,부산광역시,서구,26140,159,부산,1.59,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2018,부산광역시,서구,26140,159,부산,1.59,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2019,부산광역시,서구,26140,159,부산,1.59,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2020,부산광역시,서구,26140,159,부산,1.59,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2021,부산광역시,서구,26140,159,부산,1.59,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2022,부산광역시,서구,26140,159,부산,1.59,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2023,부산광역시,서구,26140,159,부산,1.59,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2024,부산광역시,서구,26140,159,부산,1.59,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2025,부산광역시,서구,26140,159,부산,1.59,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 1.59km)"
2016,부산광역시,수영구,26500,159,부산,9.6,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2017,부산광역시,수영구,26500,159,부산,9.6,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2018,부산광역시,수영구,26500,159,부산,9.6,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2019,부산광역시,수영구,26500,159,부산,9.6,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2020,부산광역시,수영구,26500,159,부산,9.6,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2021,부산광역시,수영구,26500,159,부산,9.6,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2022,부산광역시,수영구,26500,159,부산,9.6,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2023,부산광역시,수영구,26500,159,부산,9.6,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2024,부산광역시,수영구,26500,159,부산,9.6,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2025,부산광역시,수영구,26500,159,부산,9.6,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.6km)"
2016,부산광역시,연제구,26470,159,부산,9.86,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2017,부산광역시,연제구,26470,159,부산,9.86,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2018,부산광역시,연제구,26470,159,부산,9.86,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2019,부산광역시,연제구,26470,159,부산,9.86,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2020,부산광역시,연제구,26470,159,부산,9.86,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
